,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,nameTrack,circuitId
0,1,18,1,1,22,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2008,Australian Grand Prix,1
22,23,19,8,6,1,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2008,Malaysian Grand Prix,2
44,45,20,13,6,2,1,10.0,3,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,Bahrain Grand Prix,3
66,67,21,8,6,1,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2008,Spanish Grand Prix,4
88,89,22,13,6,2,1,10.0,3,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,Turkish Grand Prix,5
108,109,23,1,1,22,1,10.0,6,1,hamilton,Lewis,Hamilton,British,McLaren,2008,Monaco Grand Prix,6
128,129,24,9,2,4,1,10.0,4,1,kubica,Robert,Kubica,Polish,BMW Sauber,2008,Canadian Grand Prix,7
148,149,25,13,6,2,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,French Grand Prix,8
168,169,26,1,1,22,1,10.0,3,1,hamilton,Lewis,Hamilton,British,McLaren,2008,British Grand Prix,9
188,189,27,1,1,22,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2008,German Grand Prix,10
208,209,28,5,1,23,1,10.0,7,1,kovalainen,Heikki,Kovalainen,Finnish,McLaren,2008,Hungarian Grand Prix,11
228,229,29,13,6,2,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,European Grand Prix,12
248,249,30,13,6,2,1,10.0,3,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,Belgian Grand Prix,13
268,269,31,20,5,15,1,10.0,14,1,vettel,Sebastian,Vettel,German,Toro Rosso,2008,Italian Grand Prix,14
288,289,32,4,4,5,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2008,Singapore Grand Prix,15
308,309,33,4,4,5,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2008,Japanese Grand Prix,16
328,329,34,1,1,22,1,10.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2008,Chinese Grand Prix,17
348,349,35,13,6,2,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,Brazilian Grand Prix,18
368,369,36,8,6,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,Australian Grand Prix,1
390,391,37,4,1,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,Malaysian Grand Prix,2
412,413,38,13,6,5,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2007,Bahrain Grand Prix,3
434,435,39,13,6,5,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2007,Spanish Grand Prix,4
456,457,40,4,1,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,Monaco Grand Prix,6
478,479,41,1,1,2,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2007,Canadian Grand Prix,7
500,501,42,1,1,2,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2007,United States Grand Prix,19
522,523,43,8,6,6,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,French Grand Prix,8
544,545,44,8,6,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,British Grand Prix,9
566,567,45,4,1,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,European Grand Prix,20
588,589,46,1,1,2,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2007,Hungarian Grand Prix,11
610,611,47,13,6,5,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2007,Turkish Grand Prix,5
632,633,48,4,1,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,Italian Grand Prix,14
654,655,49,8,6,6,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,Belgian Grand Prix,13
676,677,50,1,1,2,1,10.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2007,Japanese Grand Prix,16
698,699,51,8,6,6,1,10.0,3,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,Chinese Grand Prix,17
720,721,52,8,6,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,Brazilian Grand Prix,18
742,743,53,4,4,1,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2006,Bahrain Grand Prix,3
764,765,54,21,4,2,1,10.0,2,1,fisichella,Giancarlo,Fisichella,Italian,Renault,2006,Malaysian Grand Prix,2
786,787,55,4,4,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2006,Australian Grand Prix,1
808,809,56,30,6,5,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,San Marino Grand Prix,21
830,831,57,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,European Grand Prix,20
852,853,58,4,4,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2006,Spanish Grand Prix,4
874,875,59,4,4,1,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2006,Monaco Grand Prix,6
896,897,60,4,4,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,Renault,2006,British Grand Prix,9
918,919,61,4,4,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2006,Canadian Grand Prix,7
940,941,62,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,United States Grand Prix,19
962,963,63,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,French Grand Prix,8
984,985,64,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,German Grand Prix,10
1006,1007,65,18,11,12,1,10.0,4,1,button,Jenson,Button,British,Honda,2006,Hungarian Grand Prix,11
1028,1029,66,13,6,6,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2006,Turkish Grand Prix,5
1050,1051,67,30,6,5,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,Italian Grand Prix,14
1072,1073,68,30,6,5,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,Chinese Grand Prix,17
1094,1095,69,4,4,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,Renault,2006,Japanese Grand Prix,22
1116,1117,70,13,6,6,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2006,Brazilian Grand Prix,18
1138,1139,71,21,4,6,1,10.0,2,1,fisichella,Giancarlo,Fisichella,Italian,Renault,2005,Australian Grand Prix,1
1158,1159,72,4,4,5,1,10.0,4,1,alonso,Fernando,Alonso,Spanish,Renault,2005,Malaysian Grand Prix,2
1178,1179,73,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,Bahrain Grand Prix,3
1198,1199,74,4,4,5,1,10.0,4,1,alonso,Fernando,Alonso,Spanish,Renault,2005,San Marino Grand Prix,21
1218,1219,75,8,1,9,1,10.0,4,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,Spanish Grand Prix,4
1236,1237,76,8,1,9,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,Monaco Grand Prix,6
1254,1255,77,4,4,5,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,Renault,2005,European Grand Prix,20
1274,1275,78,8,1,9,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,Canadian Grand Prix,7
1294,1295,79,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2005,United States Grand Prix,19
1314,1315,80,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,French Grand Prix,8
1334,1335,81,31,1,10,1,10.0,2,1,montoya,Juan,Pablo Montoya,Colombian,McLaren,2005,British Grand Prix,9
1354,1355,82,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,German Grand Prix,10
1374,1375,83,8,1,9,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,Hungarian Grand Prix,11
1394,1395,84,8,1,9,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,Turkish Grand Prix,5
1414,1415,85,31,1,10,1,10.0,2,1,montoya,Juan,Pablo Montoya,Colombian,McLaren,2005,Italian Grand Prix,14
1434,1435,86,8,1,9,1,10.0,6,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,Belgian Grand Prix,13
1454,1455,87,31,1,10,1,10.0,2,1,montoya,Juan,Pablo Montoya,Colombian,McLaren,2005,Brazilian Grand Prix,18
1474,1475,88,8,1,9,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,Japanese Grand Prix,22
1494,1495,89,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,Chinese Grand Prix,17
1514,1515,90,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,Australian Grand Prix,1
1534,1535,91,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,Malaysian Grand Prix,2
1554,1555,92,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,Bahrain Grand Prix,3
1574,1575,93,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,San Marino Grand Prix,21
1594,1595,94,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,Spanish Grand Prix,4
1614,1615,95,15,4,7,1,10.0,2,1,trulli,Jarno,Trulli,Italian,Renault,2004,Monaco Grand Prix,6
1634,1635,96,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,European Grand Prix,20
1654,1655,97,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,Canadian Grand Prix,7
1674,1675,98,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,United States Grand Prix,19
1694,1695,99,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,French Grand Prix,8
1714,1715,100,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,British Grand Prix,9
1734,1735,101,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,German Grand Prix,10
1754,1755,102,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,Hungarian Grand Prix,11
1774,1775,103,8,1,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2004,Belgian Grand Prix,13
1794,1795,104,22,6,2,1,10.0,1,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2004,Italian Grand Prix,14
1814,1815,105,22,6,2,1,10.0,2,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2004,Chinese Grand Prix,17
1834,1835,106,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,Japanese Grand Prix,22
1854,1855,107,31,3,3,1,10.0,1,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2004,Brazilian Grand Prix,18
1874,1875,108,14,1,5,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2003,Australian Grand Prix,1
1894,1895,109,8,1,6,1,10.0,\N,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2003,Malaysian Grand Prix,2
1914,1915,110,21,17,11,1,10.0,\N,1,fisichella,Giancarlo,Fisichella,Italian,Jordan,2003,Brazilian Grand Prix,18
1934,1935,111,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,San Marino Grand Prix,21
1954,1955,112,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,Spanish Grand Prix,4
1974,1975,113,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,Austrian Grand Prix,70
1994,1995,114,31,3,3,1,10.0,\N,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2003,Monaco Grand Prix,6
2014,2015,115,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,Canadian Grand Prix,7
2034,2035,116,23,3,4,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2003,European Grand Prix,20
2054,2055,117,23,3,4,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2003,French Grand Prix,8
2074,2075,118,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2003,British Grand Prix,9
2094,2095,119,31,3,3,1,10.0,\N,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2003,German Grand Prix,10
2114,2115,120,4,4,8,1,10.0,\N,1,alonso,Fernando,Alonso,Spanish,Renault,2003,Hungarian Grand Prix,11
2134,2135,121,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,Italian Grand Prix,14
2154,2155,122,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,United States Grand Prix,19
2174,2175,123,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2003,Japanese Grand Prix,22
2194,2195,124,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,Australian Grand Prix,1
2216,2217,125,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2002,Malaysian Grand Prix,2
2238,2239,126,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,Brazilian Grand Prix,18
2260,2261,127,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,San Marino Grand Prix,21
2282,2283,128,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,Spanish Grand Prix,4
2304,2305,129,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,Austrian Grand Prix,70
2326,2327,130,14,1,3,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2002,Monaco Grand Prix,6
2348,2349,131,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,Canadian Grand Prix,7
2370,2371,132,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,European Grand Prix,20
2392,2393,133,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,British Grand Prix,9
2413,2414,134,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,French Grand Prix,8
2435,2436,135,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,German Grand Prix,10
2456,2457,136,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,Hungarian Grand Prix,11
2476,2477,137,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,Belgian Grand Prix,13
2496,2497,138,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,Italian Grand Prix,14
2516,2517,139,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,United States Grand Prix,19
2536,2537,140,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,Japanese Grand Prix,22
2556,2557,141,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,Australian Grand Prix,1
2578,2579,142,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,Malaysian Grand Prix,2
2600,2601,143,14,1,4,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2001,Brazilian Grand Prix,18
2622,2623,144,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2001,San Marino Grand Prix,21
2644,2645,145,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,Spanish Grand Prix,4
2666,2667,146,14,1,4,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2001,Austrian Grand Prix,70
2688,2689,147,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,Monaco Grand Prix,6
2710,2711,148,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2001,Canadian Grand Prix,7
2732,2733,149,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,European Grand Prix,20
2754,2755,150,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,French Grand Prix,8
2776,2777,151,57,1,3,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2001,British Grand Prix,9
2798,2799,152,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2001,German Grand Prix,10
2820,2821,153,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,Hungarian Grand Prix,11
2842,2843,154,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,Belgian Grand Prix,13
2864,2865,155,31,3,6,1,10.0,\N,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2001,Italian Grand Prix,14
2886,2887,156,57,1,3,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2001,United States Grand Prix,19
2908,2909,157,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,Japanese Grand Prix,22
2930,2931,158,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,Australian Grand Prix,1
2952,2953,159,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,Brazilian Grand Prix,18
2974,2975,160,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,San Marino Grand Prix,21
2996,2997,161,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2000,British Grand Prix,9
3018,3019,162,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,Spanish Grand Prix,4
3040,3041,163,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,European Grand Prix,20
3061,3062,164,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2000,Monaco Grand Prix,6
3083,3084,165,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,Canadian Grand Prix,7
3105,3106,166,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2000,French Grand Prix,8
3127,3128,167,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,Austrian Grand Prix,70
3149,3150,168,22,6,4,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2000,German Grand Prix,10
3171,3172,169,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,Hungarian Grand Prix,11
3193,3194,170,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,Belgian Grand Prix,13
3215,3216,171,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,Italian Grand Prix,14
3237,3238,172,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,United States Grand Prix,19
3259,3260,173,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,Japanese Grand Prix,22
3281,3282,174,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,Malaysian Grand Prix,2
3303,3304,175,56,6,4,1,10.0,\N,1,irvine,Eddie,Irvine,British,Ferrari,1999,Australian Grand Prix,1
3325,3326,176,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,Brazilian Grand Prix,18
3347,3348,177,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1999,San Marino Grand Prix,21
3369,3370,178,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1999,Monaco Grand Prix,6
3391,3392,179,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,Spanish Grand Prix,4
3413,3414,180,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,Canadian Grand Prix,7
3435,3436,181,49,17,8,1,10.0,\N,1,frentzen,Heinz-Harald,Frentzen,German,Jordan,1999,French Grand Prix,8
3457,3458,182,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,1999,British Grand Prix,9
3479,3480,183,56,6,4,1,10.0,\N,1,irvine,Eddie,Irvine,British,Ferrari,1999,Austrian Grand Prix,70
3501,3502,184,56,6,4,1,10.0,\N,1,irvine,Eddie,Irvine,British,Ferrari,1999,German Grand Prix,10
3523,3524,185,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,Hungarian Grand Prix,11
3545,3546,186,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,1999,Belgian Grand Prix,13
3567,3568,187,49,17,8,1,10.0,\N,1,frentzen,Heinz-Harald,Frentzen,German,Jordan,1999,Italian Grand Prix,14
3589,3590,188,65,24,17,1,10.0,\N,1,herbert,Johnny,Herbert,British,Stewart,1999,European Grand Prix,20
3611,3612,189,56,6,4,1,10.0,\N,1,irvine,Eddie,Irvine,British,Ferrari,1999,Malaysian Grand Prix,2
3633,3634,190,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,Japanese Grand Prix,22
3655,3656,191,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,Australian Grand Prix,1
3677,3678,192,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,Brazilian Grand Prix,18
3699,3700,193,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1998,Argentine Grand Prix,25
3721,3722,194,14,1,7,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,1998,San Marino Grand Prix,21
3743,3744,195,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,Spanish Grand Prix,4
3764,3765,196,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,Monaco Grand Prix,6
3786,3787,197,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1998,Canadian Grand Prix,7
3808,3809,198,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1998,French Grand Prix,8
3830,3831,199,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1998,British Grand Prix,9
3852,3853,200,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,Austrian Grand Prix,70
3874,3875,201,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,German Grand Prix,10
3895,3896,202,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1998,Hungarian Grand Prix,11
3916,3917,203,71,17,9,1,10.0,\N,1,damon_hill,Damon,Hill,British,Jordan,1998,Belgian Grand Prix,13
3938,3939,204,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1998,Italian Grand Prix,14
3960,3961,205,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,Luxembourg Grand Prix,20
3982,3983,206,57,1,8,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1998,Japanese Grand Prix,22
4004,4005,207,14,1,10,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,1997,Australian Grand Prix,1
4028,4029,208,35,3,3,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1997,Brazilian Grand Prix,18
4050,4051,209,35,3,3,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1997,Argentine Grand Prix,25
4072,4073,210,49,3,4,1,10.0,\N,1,frentzen,Heinz-Harald,Frentzen,German,Williams,1997,San Marino Grand Prix,21
4094,4095,211,30,6,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1997,Monaco Grand Prix,6
4116,4117,212,35,3,3,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1997,Spanish Grand Prix,4
4138,4139,213,30,6,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1997,Canadian Grand Prix,7
4160,4161,214,30,6,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1997,French Grand Prix,8
4182,4183,215,35,3,3,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1997,British Grand Prix,9
4204,4205,216,77,22,8,1,10.0,\N,1,berger,Gerhard,Berger,Austrian,Benetton,1997,German Grand Prix,10
4226,4227,217,35,3,3,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1997,Hungarian Grand Prix,11
4248,4249,218,30,6,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1997,Belgian Grand Prix,13
4270,4271,219,14,1,10,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,1997,Italian Grand Prix,14
4292,4293,220,35,3,3,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1997,Austrian Grand Prix,70
4314,4315,221,35,3,3,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1997,Luxembourg Grand Prix,20
4336,4337,222,30,6,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1997,Japanese Grand Prix,22
4358,4359,223,57,1,9,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1997,European Grand Prix,26
4380,4381,224,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,Australian Grand Prix,1
4402,4403,225,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,Brazilian Grand Prix,18
4424,4425,226,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,Argentine Grand Prix,25
4446,4447,227,35,3,6,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1996,European Grand Prix,20
4468,4469,228,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,San Marino Grand Prix,21
4490,4491,229,44,27,9,1,10.0,\N,1,panis,Olivier,Panis,French,Ligier,1996,Monaco Grand Prix,6
4512,4513,230,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1996,Spanish Grand Prix,4
4534,4535,231,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,Canadian Grand Prix,7
4556,4557,232,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,French Grand Prix,8
