,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,nameTrack,circuitId
18345,18346,758,347,66,7,1,8.0,\N,1,bonnier,Jo,Bonnier,Swedish,BRM,1959,Dutch Grand Prix,39
18360,18361,759,479,6,24,1,8.0,\N,1,brooks,Tony,Brooks,British,Ferrari,1959,French Grand Prix,55
18382,18383,760,356,170,12,1,8.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1959,British Grand Prix,58
18412,18413,761,479,6,4,1,9.0,\N,1,brooks,Tony,Brooks,British,Ferrari,1959,German Grand Prix,61
18427,18428,762,475,170,4,1,9.0,\N,1,moss,Stirling,Moss,British,Cooper-Climax,1959,Portuguese Grand Prix,62
18443,18444,763,475,170,14,1,8.0,\N,1,moss,Stirling,Moss,British,Cooper-Climax,1959,Italian Grand Prix,14
18464,18465,764,360,170,9,1,8.0,\N,1,mclaren,Bruce,McLaren,New Zealander,Cooper-Climax,1959,United States Grand Prix,63
18483,18484,765,475,87,14,1,8.0,\N,1,moss,Stirling,Moss,British,Cooper,1958,Argentine Grand Prix,25
18493,18494,766,427,87,20,1,8.0,\N,1,trintignant,Maurice,Trintignant,French,Cooper,1958,Monaco Grand Prix,6
18524,18525,767,475,118,1,1,9.0,\N,1,moss,Stirling,Moss,British,Vanwall,1958,Dutch Grand Prix,39
18542,18543,768,525,108,1,1,8.0,\N,1,bryan,Jimmy,Bryan,American,Epperly,1958,Indianapolis 500,19
18575,18576,769,479,118,4,1,8.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1958,Belgian Grand Prix,13
18594,18595,770,578,6,4,1,9.0,\N,1,hawthorn,Mike,Hawthorn,British,Ferrari,1958,French Grand Prix,55
18615,18616,771,581,6,1,1,8.0,\N,1,collins,Peter,Collins,British,Ferrari,1958,British Grand Prix,9
18635,18636,772,479,118,8,1,8.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1958,German Grand Prix,20
18661,18662,773,475,118,2,1,8.0,\N,1,moss,Stirling,Moss,British,Vanwall,1958,Portuguese Grand Prix,59
18676,18677,774,479,118,28,1,8.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1958,Italian Grand Prix,14
18697,18698,775,475,118,8,1,9.0,\N,1,moss,Stirling,Moss,British,Vanwall,1958,Moroccan Grand Prix,64
18722,18723,776,579,105,2,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,Argentine Grand Prix,25
18736,18737,777,579,105,32,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,Monaco Grand Prix,6
18757,18758,778,611,108,9,1,8.0,\N,1,hanks,Sam,Hanks,American,Epperly,1957,Indianapolis 500,19
18790,18791,779,579,105,2,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,French Grand Prix,53
18805,18806,780,479,118,20,1,4.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1957,British Grand Prix,58
18824,18825,781,579,105,1,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,German Grand Prix,20
18848,18849,782,475,118,26,1,9.0,\N,1,moss,Stirling,Moss,British,Vanwall,1957,Pescara Grand Prix,65
18864,18865,783,475,118,18,1,8.0,\N,1,moss,Stirling,Moss,British,Vanwall,1957,Italian Grand Prix,14
18882,18883,784,577,6,34,1,5.0,\N,1,musso,Luigi,Musso,Italian,Ferrari,1956,Argentine Grand Prix,25
18895,18896,785,475,105,28,1,8.0,\N,1,moss,Stirling,Moss,British,Maserati,1956,Monaco Grand Prix,6
18913,18914,786,559,107,8,1,8.0,\N,1,flaherty,Pat,Flaherty,American,Watson,1956,Indianapolis 500,19
18946,18947,787,581,6,8,1,8.0,\N,1,collins,Peter,Collins,British,Ferrari,1956,Belgian Grand Prix,13
18961,18962,788,581,6,14,1,8.0,\N,1,collins,Peter,Collins,British,Ferrari,1956,French Grand Prix,55
18981,18982,789,579,6,1,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Ferrari,1956,British Grand Prix,9
19009,19010,790,579,6,1,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Ferrari,1956,German Grand Prix,20
19031,19032,791,475,105,36,1,9.0,\N,1,moss,Stirling,Moss,British,Maserati,1956,Italian Grand Prix,14
19056,19057,792,579,131,2,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,Argentine Grand Prix,25
19077,19078,793,427,6,44,1,8.0,\N,1,trintignant,Maurice,Trintignant,French,Ferrari,1955,Monaco Grand Prix,6
19100,19101,794,628,113,6,1,8.0,\N,1,sweikert,Bob,Sweikert,American,Kurtis Kraft,1955,Indianapolis 500,19
19133,19134,795,579,131,10,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,Belgian Grand Prix,13
19149,19150,796,579,131,8,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,Dutch Grand Prix,39
19165,19166,797,475,131,12,1,9.0,\N,1,moss,Stirling,Moss,British,Mercedes,1955,British Grand Prix,58
19190,19191,798,579,131,18,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,Italian Grand Prix,14
19213,19214,799,579,105,2,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1954,Argentine Grand Prix,25
19231,19232,800,657,113,14,1,8.0,\N,1,vukovich,Bill,Vukovich,American,Kurtis Kraft,1954,Indianapolis 500,19
19264,19265,801,579,105,26,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1954,Belgian Grand Prix,13
19278,19279,802,579,131,18,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,French Grand Prix,55
19300,19301,803,498,6,9,1,8.14,\N,1,gonzalez,José Froilán,González,Argentine,Ferrari,1954,British Grand Prix,9
19332,19333,804,579,131,18,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,German Grand Prix,20
19355,19356,805,579,131,4,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,Swiss Grand Prix,66
19372,19373,806,579,131,16,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,Italian Grand Prix,14
19393,19394,807,578,6,38,1,8.0,\N,1,hawthorn,Mike,Hawthorn,British,Ferrari,1954,Spanish Grand Prix,67
19415,19416,808,647,6,10,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,Argentine Grand Prix,25
19431,19432,809,657,113,14,1,9.0,\N,1,vukovich,Bill,Vukovich,American,Kurtis Kraft,1953,Indianapolis 500,19
19464,19465,810,647,6,2,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,Dutch Grand Prix,39
19483,19484,811,647,6,10,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,Belgian Grand Prix,13
19503,19504,812,578,6,16,1,8.0,\N,1,hawthorn,Mike,Hawthorn,British,Ferrari,1953,French Grand Prix,55
19528,19529,813,647,6,5,1,8.5,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,British Grand Prix,9
19555,19556,814,642,6,12,1,8.0,\N,1,farina,Nino,Farina,Italian,Ferrari,1953,German Grand Prix,20
19589,19590,815,647,6,46,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,Swiss Grand Prix,66
19609,19610,816,579,105,50,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1953,Italian Grand Prix,14
19639,19640,817,641,6,30,1,9.0,\N,1,taruffi,Piero,Taruffi,Italian,Ferrari,1952,Swiss Grand Prix,66
19660,19661,818,526,114,98,1,8.0,\N,1,ruttman,Troy,Ruttman,American,Kuzma,1952,Indianapolis 500,19
19693,19694,819,647,6,4,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,Belgian Grand Prix,13
19715,19716,820,647,6,8,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,French Grand Prix,53
19735,19736,821,647,6,15,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,British Grand Prix,9
19767,19768,822,647,6,101,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,German Grand Prix,20
19797,19798,823,647,6,2,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,Dutch Grand Prix,39
19815,19816,824,647,6,12,1,8.5,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,Italian Grand Prix,14
19850,19851,825,579,51,24,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1951,Swiss Grand Prix,66
19871,19872,826,766,113,99,1,9.0,\N,1,wallard,Lee,Wallard,American,Kurtis Kraft,1951,Indianapolis 500,19
19904,19905,827,642,51,4,1,8.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1951,Belgian Grand Prix,13
19917,19918,828,786,51,8,1,4.0,\N,1,fagioli,Luigi,Fagioli,Italian,Alfa Romeo,1951,French Grand Prix,55
19940,19941,829,498,6,12,1,8.0,\N,1,gonzalez,José Froilán,González,Argentine,Ferrari,1951,British Grand Prix,9
19960,19961,830,647,6,71,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1951,German Grand Prix,20
19982,19983,831,647,6,2,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1951,Italian Grand Prix,14
20004,20005,832,579,51,22,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1951,Spanish Grand Prix,67
20024,20025,833,642,51,2,1,9.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1950,British Grand Prix,9
20045,20046,834,579,51,34,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1950,Monaco Grand Prix,6
20066,20067,835,593,113,1,1,9.0,\N,1,parsons,Johnnie,Parsons,American,Kurtis Kraft,1950,Indianapolis 500,19
20099,20100,836,642,51,16,1,9.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1950,Swiss Grand Prix,66
20117,20118,837,579,51,10,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1950,Belgian Grand Prix,13
20131,20132,838,579,51,6,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1950,French Grand Prix,55
20149,20150,839,642,51,10,1,8.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1950,Italian Grand Prix,14
20185,20186,828,579,51,8,1,5.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1951,French Grand Prix,55
20266,20267,784,579,6,34,1,5.0,\N,1,fangio,Juan,Fangio,Argentine,Ferrari,1956,Argentine Grand Prix,25
20288,20291,780,475,118,20,1,5.0,\N,1,moss,Stirling,Moss,British,Vanwall,1957,British Grand Prix,58
20297,20300,728,373,172,1,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,South African Grand Prix,56
20320,20323,337,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,Bahrain Grand Prix,3
20344,20347,338,18,1,1,1,25.0,6,1,button,Jenson,Button,British,McLaren,2010,Australian Grand Prix,1
20368,20371,339,20,9,5,1,25.0,6,1,vettel,Sebastian,Vettel,German,Red Bull,2010,Malaysian Grand Prix,2
20392,20395,340,18,1,1,1,25.0,4,1,button,Jenson,Button,British,McLaren,2010,Chinese Grand Prix,17
20416,20419,341,17,9,6,1,25.0,2,1,webber,Mark,Webber,Australian,Red Bull,2010,Spanish Grand Prix,4
20440,20443,342,17,9,6,1,25.0,2,1,webber,Mark,Webber,Australian,Red Bull,2010,Monaco Grand Prix,6
20464,20467,343,1,1,2,1,25.0,12,1,hamilton,Lewis,Hamilton,British,McLaren,2010,Turkish Grand Prix,5
20488,20491,344,1,1,2,1,25.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2010,Canadian Grand Prix,7
20512,20515,345,20,9,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2010,European Grand Prix,12
20536,20539,346,17,9,6,1,25.0,4,1,webber,Mark,Webber,Australian,Red Bull,2010,British Grand Prix,9
20560,20563,347,4,6,8,1,25.0,2,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,German Grand Prix,10
20584,20587,348,17,9,6,1,25.0,2,1,webber,Mark,Webber,Australian,Red Bull,2010,Hungarian Grand Prix,11
20608,20611,349,1,1,2,1,25.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2010,Belgian Grand Prix,13
20632,20635,350,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,Italian Grand Prix,14
20656,20659,351,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,Singapore Grand Prix,15
20680,20683,352,20,9,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2010,Japanese Grand Prix,22
20704,20707,353,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,Korean Grand Prix,35
20728,20731,354,20,9,5,1,25.0,6,1,vettel,Sebastian,Vettel,German,Red Bull,2010,Brazilian Grand Prix,18
20752,20755,355,20,9,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2010,Abu Dhabi Grand Prix,24
20776,20779,841,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Australian Grand Prix,1
20798,20801,842,20,9,1,1,25.0,6,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Malaysian Grand Prix,2
20822,20825,843,1,1,3,1,25.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2011,Chinese Grand Prix,17
20846,20849,844,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Turkish Grand Prix,5
20870,20873,845,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Spanish Grand Prix,4
20894,20897,846,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Monaco Grand Prix,6
20917,20920,847,18,1,4,1,25.0,1,1,button,Jenson,Button,British,McLaren,2011,Canadian Grand Prix,7
20941,20944,848,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2011,European Grand Prix,12
20965,20968,849,4,6,5,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2011,British Grand Prix,9
20989,20992,850,1,1,3,1,25.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2011,German Grand Prix,20
21013,21016,851,18,1,4,1,25.0,6,1,button,Jenson,Button,British,McLaren,2011,Hungarian Grand Prix,11
21037,21040,852,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Belgian Grand Prix,13
21061,21064,853,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Italian Grand Prix,14
21085,21088,854,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Singapore Grand Prix,15
21109,21112,855,18,1,4,1,25.0,1,1,button,Jenson,Button,British,McLaren,2011,Japanese Grand Prix,22
21133,21136,856,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Korean Grand Prix,35
21157,21160,857,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2011,Indian Grand Prix,68
21181,21184,858,1,1,3,1,25.0,3,1,hamilton,Lewis,Hamilton,British,McLaren,2011,Abu Dhabi Grand Prix,24
21205,21208,859,17,9,2,1,25.0,1,1,webber,Mark,Webber,Australian,Red Bull,2011,Brazilian Grand Prix,18
21229,21232,860,18,1,3,1,25.0,1,1,button,Jenson,Button,British,McLaren,2012,Australian Grand Prix,1
21253,21256,861,4,6,5,1,25.0,7,1,alonso,Fernando,Alonso,Spanish,Ferrari,2012,Malaysian Grand Prix,2
21277,21280,862,3,131,8,1,25.0,8,1,rosberg,Nico,Rosberg,German,Mercedes,2012,Chinese Grand Prix,17
21301,21304,863,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2012,Bahrain Grand Prix,3
21325,21328,864,813,3,18,1,25.0,6,1,maldonado,Pastor,Maldonado,Venezuelan,Williams,2012,Spanish Grand Prix,4
21349,21352,865,17,9,2,1,25.0,3,1,webber,Mark,Webber,Australian,Red Bull,2012,Monaco Grand Prix,6
21373,21376,866,1,1,4,1,25.0,6,1,hamilton,Lewis,Hamilton,British,McLaren,2012,Canadian Grand Prix,7
21397,21400,867,4,6,5,1,25.0,5,1,alonso,Fernando,Alonso,Spanish,Ferrari,2012,European Grand Prix,12
21421,21424,868,17,9,2,1,25.0,4,1,webber,Mark,Webber,Australian,Red Bull,2012,British Grand Prix,9
21445,21448,869,4,6,5,1,25.0,2,1,alonso,Fernando,Alonso,Spanish,Ferrari,2012,German Grand Prix,10
21469,21472,870,1,1,4,1,25.0,4,1,hamilton,Lewis,Hamilton,British,McLaren,2012,Hungarian Grand Prix,11
21493,21496,871,18,1,3,1,25.0,10,1,button,Jenson,Button,British,McLaren,2012,Belgian Grand Prix,13
21517,21520,872,1,1,4,1,25.0,5,1,hamilton,Lewis,Hamilton,British,McLaren,2012,Italian Grand Prix,14
21541,21544,873,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2012,Singapore Grand Prix,15
21565,21568,874,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2012,Japanese Grand Prix,22
21589,21592,875,20,9,1,1,25.0,5,1,vettel,Sebastian,Vettel,German,Red Bull,2012,Korean Grand Prix,35
21613,21616,876,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2012,Indian Grand Prix,68
21637,21640,877,8,208,9,1,25.0,3,1,raikkonen,Kimi,Räikkönen,Finnish,Lotus F1,2012,Abu Dhabi Grand Prix,24
21661,21664,878,1,1,4,1,25.0,5,1,hamilton,Lewis,Hamilton,British,McLaren,2012,United States Grand Prix,69
21685,21688,879,18,1,3,1,25.0,2,1,button,Jenson,Button,British,McLaren,2012,Brazilian Grand Prix,18
21709,21712,880,8,208,7,1,25.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Lotus F1,2013,Australian Grand Prix,1
21731,21734,881,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Malaysian Grand Prix,2
21753,21756,882,4,6,3,1,25.0,4,1,alonso,Fernando,Alonso,Spanish,Ferrari,2013,Chinese Grand Prix,17
21775,21778,883,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Bahrain Grand Prix,3
21797,21800,884,4,6,3,1,25.0,5,1,alonso,Fernando,Alonso,Spanish,Ferrari,2013,Spanish Grand Prix,4
21819,21822,885,3,131,9,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2013,Monaco Grand Prix,6
21841,21844,886,20,9,1,1,25.0,5,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Canadian Grand Prix,7
21863,21866,887,3,131,9,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2013,British Grand Prix,9
21885,21888,888,20,9,1,1,25.0,5,1,vettel,Sebastian,Vettel,German,Red Bull,2013,German Grand Prix,20
21907,21910,890,1,131,10,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2013,Hungarian Grand Prix,11
21929,21932,891,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Belgian Grand Prix,13
21951,21954,892,20,9,1,1,25.0,12,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Italian Grand Prix,14
21973,21976,893,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Singapore Grand Prix,15
21995,21998,894,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Korean Grand Prix,35
22017,22020,895,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Japanese Grand Prix,22
22039,22042,896,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Indian Grand Prix,68
22061,22064,897,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Abu Dhabi Grand Prix,24
22083,22086,898,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,United States Grand Prix,69
22105,22108,899,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2013,Brazilian Grand Prix,18
22127,22130,900,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2014,Australian Grand Prix,1
22149,22152,901,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Malaysian Grand Prix,2
22171,22174,902,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Bahrain Grand Prix,3
22193,22196,903,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Chinese Grand Prix,17
22215,22218,904,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Spanish Grand Prix,4
22237,22240,905,3,131,6,1,25.0,4,1,rosberg,Nico,Rosberg,German,Mercedes,2014,Monaco Grand Prix,6
22259,22262,906,817,9,3,1,25.0,4,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2014,Canadian Grand Prix,7
22281,22284,907,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2014,Austrian Grand Prix,70
22303,22306,908,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,British Grand Prix,9
22325,22328,909,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2014,German Grand Prix,10
22347,22350,910,817,9,3,1,25.0,2,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2014,Hungarian Grand Prix,11
22369,22373,911,817,9,3,1,25.0,6,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2014,Belgian Grand Prix,13
22391,22395,912,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Italian Grand Prix,14
22413,22417,913,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Singapore Grand Prix,15
22435,22439,914,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Japanese Grand Prix,22
22457,22461,915,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Russian Grand Prix,71
22478,22482,916,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,United States Grand Prix,69
22496,22500,917,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2014,Brazilian Grand Prix,18
22514,22518,918,1,131,44,1,50.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,Abu Dhabi Grand Prix,24
22534,22538,926,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Australian Grand Prix,1
22552,22556,927,20,6,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Ferrari,2015,Malaysian Grand Prix,2
22572,22576,928,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Chinese Grand Prix,17
22592,22596,929,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Bahrain Grand Prix,3
22612,22616,930,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2015,Spanish Grand Prix,4
22632,22636,931,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2015,Monaco Grand Prix,6
22652,22656,932,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Canadian Grand Prix,7
22672,22676,933,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2015,Austrian Grand Prix,70
22692,22696,934,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,British Grand Prix,9
22712,22716,936,20,6,5,1,25.0,5,1,vettel,Sebastian,Vettel,German,Ferrari,2015,Hungarian Grand Prix,11
22732,22736,937,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Belgian Grand Prix,13
22752,22756,938,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Italian Grand Prix,14
22772,22776,939,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2015,Singapore Grand Prix,15
22792,22796,940,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Japanese Grand Prix,22
22812,22816,941,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,Russian Grand Prix,71
22831,22837,942,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,United States Grand Prix,69
22852,22857,943,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2015,Mexican Grand Prix,32
22872,22877,944,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2015,Brazilian Grand Prix,18
22892,22897,945,3,131,6,1,25.0,5,1,rosberg,Nico,Rosberg,German,Mercedes,2015,Abu Dhabi Grand Prix,24
22912,22917,948,3,131,6,1,25.0,3,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Australian Grand Prix,1
22934,22939,949,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Bahrain Grand Prix,3
22956,22961,950,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Chinese Grand Prix,17
22978,22983,951,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Russian Grand Prix,71
23000,23005,952,830,9,33,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2016,Spanish Grand Prix,4
23022,23027,953,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,Monaco Grand Prix,6
23044,23049,954,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,Canadian Grand Prix,7
23066,23071,955,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2016,European Grand Prix,73
23088,23093,956,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,Austrian Grand Prix,70
23110,23115,957,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,British Grand Prix,9
23132,23137,958,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,Hungarian Grand Prix,11
23154,23159,959,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,German Grand Prix,10
23176,23181,960,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Belgian Grand Prix,13
23198,23203,961,3,131,6,1,25.0,9,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Italian Grand Prix,14
23220,23225,962,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Singapore Grand Prix,15
23242,23247,963,817,9,3,1,25.0,3,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2016,Malaysian Grand Prix,2
23264,23269,964,3,131,6,1,25.0,5,1,rosberg,Nico,Rosberg,German,Mercedes,2016,Japanese Grand Prix,22
23286,23291,965,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,United States Grand Prix,69
23308,23313,966,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,Mexican Grand Prix,32
23330,23335,967,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,Brazilian Grand Prix,18
