,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,circuitId,nameTrack
24660,24666,1033,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,11,Hungaroring
24680,24686,1034,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,9,Silverstone Circuit
24700,24706,1035,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2020,9,Silverstone Circuit
24720,24726,1036,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,4,Circuit de Barcelona-Catalunya
24740,24746,1037,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,13,Circuit de Spa-Francorchamps
24760,24766,1038,842,213,10,1,25.0,6,1,gasly,Pierre,Gasly,French,AlphaTauri,2020,14,Autodromo Nazionale di Monza
24780,24786,1039,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,76,Autodromo Internazionale del Mugello
24800,24806,1040,822,131,77,1,26.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2020,71,Sochi Autodrom
24820,24826,1041,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,20,Nürburgring
24840,24846,1042,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,75,Autódromo Internacional do Algarve
24860,24866,1043,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,21,Autodromo Enzo e Dino Ferrari
24880,24886,1044,1,131,44,1,25.0,6,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,5,Istanbul Park
24900,24906,1045,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,3,Bahrain International Circuit
24920,24926,1046,815,211,11,1,25.0,3,1,perez,Sergio,Pérez,Mexican,Racing Point,2020,3,Bahrain International Circuit
24940,24946,1047,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2020,24,Yas Marina Circuit
24960,24966,1052,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,3,Bahrain International Circuit
24980,24986,1053,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,21,Autodromo Enzo e Dino Ferrari
25000,25006,1054,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,75,Autódromo Internacional do Algarve
25020,25026,1055,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,4,Circuit de Barcelona-Catalunya
25041,25046,1056,830,9,33,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,6,Circuit de Monaco
25060,25066,1057,815,9,11,1,25.0,2,1,perez,Sergio,Pérez,Mexican,Red Bull,2021,73,Baku City Circuit
25080,25086,1059,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,34,Circuit Paul Ricard
25100,25106,1058,830,9,33,1,25.0,3,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,70,Red Bull Ring
25120,25126,1060,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,70,Red Bull Ring
25140,25146,1061,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,9,Silverstone Circuit
25160,25166,1062,839,214,31,1,25.0,5,1,ocon,Esteban,Ocon,French,Alpine F1 Team,2021,11,Hungaroring
25180,25186,1063,830,9,33,1,12.5,0,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,13,Circuit de Spa-Francorchamps
25200,25206,1064,830,9,33,1,25.0,3,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,39,Circuit Park Zandvoort
25220,25226,1065,817,1,3,1,26.0,1,1,ricciardo,Daniel,Ricciardo,Australian,McLaren,2021,14,Autodromo Nazionale di Monza
25240,25246,1066,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,71,Sochi Autodrom
25260,25266,1067,822,131,77,1,26.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2021,5,Istanbul Park
25280,25286,1069,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,69,Circuit of the Americas
25300,25306,1070,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,32,Autódromo Hermanos Rodríguez
25320,25326,1071,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,18,Autódromo José Carlos Pace
25340,25346,1051,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,78,Losail International Circuit
25360,25366,1072,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,77,Jeddah Corniche Circuit
25380,25386,1073,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,24,Yas Marina Circuit
25400,25406,1074,844,6,16,1,26.0,1,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2022,3,Bahrain International Circuit
25420,25426,1075,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,77,Jeddah Corniche Circuit
25440,25446,1076,844,6,16,1,26.0,1,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2022,1,Albert Park Grand Prix Circuit
25460,25466,1077,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,21,Autodromo Enzo e Dino Ferrari
25480,25486,1078,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,79,Miami International Autodrome
25500,25506,1079,830,9,1,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,4,Circuit de Barcelona-Catalunya
25520,25526,1080,815,9,11,1,25.0,4,1,perez,Sergio,Pérez,Mexican,Red Bull,2022,6,Circuit de Monaco
25540,25546,1081,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,73,Baku City Circuit
25560,25566,1082,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,7,Circuit Gilles Villeneuve
25580,25586,1083,832,6,55,1,25.0,2,1,sainz,Carlos,Sainz,Spanish,Ferrari,2022,9,Silverstone Circuit
25600,25606,1084,844,6,16,1,25.0,2,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2022,70,Red Bull Ring
25620,25626,1085,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,34,Circuit Paul Ricard
25640,25646,1086,830,9,1,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,11,Hungaroring
25660,25666,1087,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,13,Circuit de Spa-Francorchamps
25680,25686,1088,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,39,Circuit Park Zandvoort
25700,25706,1089,830,9,1,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,14,Autodromo Nazionale di Monza
25720,25726,1091,815,9,11,1,25.0,2,1,perez,Sergio,Pérez,Mexican,Red Bull,2022,15,Marina Bay Street Circuit
25740,25746,1092,830,9,1,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,22,Suzuka Circuit
25760,25766,1093,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,69,Circuit of the Americas
25780,25786,1094,830,9,1,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,32,Autódromo Hermanos Rodríguez
25800,25806,1095,847,131,63,1,26.0,1,1,russell,George,Russell,British,Mercedes,2022,18,Autódromo José Carlos Pace
25820,25826,1096,830,9,1,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,24,Yas Marina Circuit
